,plc,horse,jockey,trainer,draw,gear,lbw,runningpos,time,comment,date,distance,going,raceno,venue,course,result,horse_ch,jockey_ch,trainer_ch,result_ch,comment_ch,going_ch,venue_ch,course_ch
6581,2,RACING HERO(N157),M L Yeung,P O'Sullivan,11,B,SH,6 3 2,1.02.20,On-pace wide; fought on for 2nd.,2015-09-08,1200,GOOD,5,SHA TIN,ALL WEATHER TRACK,,競技英雄 (N157),楊明綸,蘇保羅,,"望空跟前, 力拼入位",好地,沙田,全天候賽道
6582,3,RACING HERO(N157),Z Purton,P O'Sullivan,07,B,3/4L,3 3 3,1.11.83,Ran on comfortably for 3rd under a hold.,2016-01-19,1200,GOOD,8,SHA TIN,TURF,,競技英雄 (N157),潘頓,蘇保羅,,"拖住第三, 表現輕鬆",好地,沙田,草地
6583,5,RACING MATE(S216),C Schofield,W Y So,07,,5L,7 6 5,1.03.09,Under a hold throughout; not fully tested.,2016-02-19,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,財神 (S216),史卓豐,蘇偉賢,,"全程捉實, 走勢含蓄",好地,沙田,全天候賽道
6584,2,RACING MATE(S216),C Y Ho,W Y So,07,,SH,6 6 2,1.00.75,Made progress saving ground; ran on strongly from behind for 2nd.,2016-11-19,1200,GOOD,6,HAPPY VALLEY,TURF,Passed,財神 (S216),何澤堯,蘇偉賢,及格,慳位追趕，後上有力,好地,跑馬地,草地
6585,5,RACING MATE(S216),N Callan,W Y So,07,,4-3/4L,6 5 5,1.02.24,Slow to begin; made progress saving ground.,2016-11-04,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,財神 (S216),郭能,蘇偉賢,,"起步稍慢, 慳位追趕",好地,沙田,全天候賽道
6586,4,RACING MATE(S216),Y T Cheng,W Y So,05,,1-1/2L,2 1 4,1.01.97,Raced keenly early; kept on well.,2015-09-08,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,財神 (S216),鄭雨滇,蘇偉賢,,"早段搶口, 末段仲有",好地,沙田,全天候賽道
6587,2,RACING MATE(S216),Y T Cheng,W Y So,07,,1-1/4L,1 1 2,1.11.62,Urged to lead early; just caught.,2015-11-17,800,GOOD,7,SHA TIN,TURF,,財神 (S216),鄭雨滇,蘇偉賢,,"望空搶放, 埋門被過",好地,沙田,草地
6588,4,RACING MATE(S216),Y T Cheng,W Y So,07,,3-3/4L,3 3 4,1.12.05,On-pace early without cover; kept on one pace in the Straight.,2016-06-14,400,GOOD,8,SHA TIN,TURF,Passed,財神 (S216),鄭雨滇,蘇偉賢,及格,望空跟前，直路保持速度,好地,沙田,草地
6589,1,RACING SUPERNOVA(V128),C K Tong,W Y So,09,,,5 2 1,0.57.72,Jumped away well; ridden along to score.,2016-01-05,1000,GOOD,1,SHA TIN,TURF,,世澤之星 (V128),湯智傑,蘇偉賢,,起步敏捷，考驗到底,好地,沙田,草地
6590,1,RACING SUPERNOVA(V128),H N Wong,W Y So,04,,,1 1 1,1.09.87,Ran on well when led all the way to score.,2016-11-01,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,世澤之星 (V128),黃皓楠,蘇偉賢,,"一放到底, 表現悅目",好地,沙田,全天候賽道
6591,2,RACING SUPERNOVA(V128),J Moreira,W Y So,04,,Neck,3 2 2,0.45.16,Always in touch; not fully tested.,2015-12-22,1000,GOOD,7,SHA TIN,TURF,Passed,世澤之星 (V128),莫雷拉,蘇偉賢,及格,有前有後，點到即止,好地,沙田,草地
6592,1,RACING SUPERNOVA(V128),J Moreira,W Y So,07,,,3 1 1,1.10.92,Hit the front going up the Rock; kept on to score.,2017-06-10,300,GOOD,2,HAPPY VALLEY,TURF,,世澤之星 (V128),莫雷拉,蘇偉賢,,上山搶出，貫注到底,好地,跑馬地,草地
6593,1,RACING SUPERNOVA(V128),W M Lai,W Y So,07,,,4 2 1,1.00.39,Hit the front late; responded strongly to score.,2017-06-30,300,GOOD,3,SHA TIN,ALL WEATHER TRACK,,世澤之星 (V128),賴維銘,蘇偉賢,,"拉士透出, 愈走愈勁",好地,沙田,全天候賽道
6594,1,RACING SUPERNOVA(V128),Z Purton,W Y So,03,,,1 1 1,0.58.85,Jumped away well; led all the way to score.,2016-01-19,1000,GOOD,2,SHA TIN,TURF,,世澤之星 (V128),潘頓,蘇偉賢,,起步敏捷，愈走愈勁,好地,沙田,草地
6595,1,RACING SUPERNOVA(V128),Z Purton,W Y So,03,,,1 1 1,0.45.85,Jumped away well; ran on strongly to score.,2016-05-03,800,GOOD,5,SHA TIN,TURF,,世澤之星 (V128),潘頓,蘇偉賢,,起步敏捷，愈走愈勁,好地,沙田,草地
6596,6,RACING SUPERNOVA(V128),Z Purton,W Y So,07,,8-1/4L,6 6 6,1.02.16,Held ground throughout; ran on comfortably.,2016-09-06,200,WET,5,SHA TIN,ALL WEATHER TRACK,,世澤之星 (V128),潘頓,蘇偉賢,,"不上不落, 但姿態從容",濕地,沙田,全天候賽道
6597,1,RACING SUPERNOVA(V128),Z Purton,W Y So,07,,,2 2 1,0.46.47,"Always in touch, won with plenty in hand.",2016-10-04,300,GOOD,6,SHA TIN,TURF,,世澤之星 (V128),潘頓,蘇偉賢,,按住取勝，大把在手,好地,沙田,草地
6598,1,RACING SUPERNOVA(V128),Z Purton,W Y So,11,,,3 1 1,1.00.22,Hit the front at turn; drew away to score.,2017-04-07,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,世澤之星 (V128),潘頓,蘇偉賢,,彎位透出，愈贏愈遠,好地,沙田,全天候賽道
6599,9,RACINGFORPLEASURE(T231),H W Lai,K W Lui,01,H,4-3/4L,6 7 9,0.47.20,Bit slow out; failed to respond.,2015-06-09,800,GOOD,7,SHA TIN,TURF,Passed,馬上威威 (T231),黎海榮,呂健威,及格,"起步稍慢, 走勢乏力",好地,沙田,草地
6600,7,RACINGFORPLEASURE(T231),H W Lai,K W Lui,09,H,6-3/4L,3 5 7,0.59.17,Ran on ordinary; dropped back to rear.,2015-10-20,1000,GOOD,1,SHA TIN,TURF,,馬上威威 (T231),黎海榮,呂健威,,愈跑愈後，走勢欠順,好地,沙田,草地
6601,10,RACINGFORPLEASURE(T231),K K Chiong,K W Lui,11,H/B,10L,3 4 10,1.13.03,Up with the pace without cover; going backwards when asked in the Straight.,2016-09-09,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,馬上威威 (T231),蔣嘉琦,呂健威,,"望空跟前, 直路越騎越退",好地,沙田,全天候賽道
6602,10,RACINGFORPLEASURE(T231),M L Yeung,K W Lui,09,H,8L,7 9 10,0.47.78,Dropped back to rear; unimpressive.,2015-09-22,1000,GOOD,7,SHA TIN,TURF,,馬上威威 (T231),楊明綸,呂健威,,愈跑愈後，未見佳處,好地,沙田,草地
6603,1,RAD(P248),D Whyte,D J Hall,02,,,1 1 1,1.02.57,Showed good early speed; ran on comfortably to score.,2016-02-23,1050,GOOD,4,SHA TIN,ALL WEATHER TRACK,,兵威振 (P248),韋達,賀賢,,速高帶到，贏得輕鬆,好地,沙田,全天候賽道
6604,1,RAD(P248),D Whyte,D J Hall,04,,,1 1 1,0.59.77,Led all the way to score; plenty in hand.,2015-12-18,1200,GOOD,6,HAPPY VALLEY,TURF,Passed,兵威振 (P248),韋達,賀賢,及格,速高帶到，大把在手,好地,跑馬地,草地
6605,2,RAD(P248),D Whyte,D J Hall,08,,1-1/4L,3 2 2,0.57.37,Showed early speed; ran on for 2nd under a hold.,2015-09-22,1000,GOOD,1,SHA TIN,TURF,,兵威振 (P248),韋達,賀賢,,速度甚佳，按住第二,好地,沙田,草地
6606,4,RAD(P248),J Moreira,D J Hall,10,CP,3-1/2L,1 1 4,0.58.72,First to jump; faded late.,2016-09-20,1000,GOOD,1,SHA TIN,TURF,Required to pass barrier trial/O,兵威振 (P248),莫雷拉,賀賢,需試閘/獸檢合格,起步最快，但拉士力度轉弱,好地,沙田,草地
6607,2,RAD(P248),N Rawiller,D J Hall,02,,Neck,2 3 2,1.10.77,Under restraint early; ran on strongly for 2nd when shifted out late.,2016-05-06,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,兵威振 (P248),羅理雅,賀賢,,早段拉到實，拉士移出追勢勁,好地,沙田,全天候賽道
6608,6,RADIANT BUNNY(S418),A Suborics,C H Yip,08,,2-3/4L,5 5 6,1.13.03,Settled midfield under a hold; not fully tested.,2015-12-18,1200,GOOD,2,HAPPY VALLEY,TURF,,旺財生暉 (S418),薛寶力,葉楚航,,按住居中，未見真章,好地,跑馬地,草地
6609,2,RADIANT BUNNY(S418),N Callan,C H Yip,02,V,1/2L,6 6 2,1.10.91,Caught the eye when dashed well inside for 2nd.,2017-05-05,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,旺財生暉 (S418),郭能,葉楚航,,內檔竄上，惹人好感,好地,沙田,全天候賽道
6610,4,RADIANT BUNNY(S418),N Rawiller,C H Yip,07,B,1-3/4L,8 9 4,1.10.50,Dashed on well when asked at 200m.,2016-10-04,400,GOOD,10,SHA TIN,TURF,Passed,旺財生暉 (S418),羅理雅,葉楚航,及格,"二百一騎, 奮力上前",好地,沙田,草地
6611,2,RADIANT BUNNY(S418),Z Purton,C H Yip,04,,1-3/4L,1 2 2,0.46.70,Ran on comfortably for 2nd; not fully tested.,2015-11-10,1000,GOOD,6,SHA TIN,TURF,,旺財生暉 (S418),潘頓,葉楚航,,紋風未動，從容第二,好地,沙田,草地
6612,5,RADIANT BUNNY(S418),Z Purton,C H Yip,05,,2-3/4L,4 5 5,0.58.85,Under restraint to settle midfield; ran on well.,2015-12-01,300,GOOD,3,SHA TIN,TURF,,旺財生暉 (S418),潘頓,葉楚航,,按實居中，姿態輕鬆,好地,沙田,草地
6613,1,RADIANT STEED(V127),C Y Ho,Y S Tsui,05,B,,2 2 1,1.09.87,Always in touch and won; moved better than before.,2016-12-02,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,閃耀駿駒 (V127),何澤堯,徐雨石,,"前後俱備, 表現勝前",好地,沙田,全天候賽道
6614,5,RADIANT STEED(V127),H N Wong,Y S Tsui,02,B,6-3/4L,5 5 5,1.12.18,Taken back early; not fully tested.,2017-07-04,1200,WET,1,SHA TIN,ALL WEATHER TRACK,Required to OVE,閃耀駿駒 (V127),黃皓楠,徐雨石,需獸檢合格,"拖住居後, 未受考驗",濕地,沙田,全天候賽道
6615,3,RADIANT STEED(V127),H W Lai,Y S Tsui,07,B,1L,3 4 3,1.01.30,Had a number of trials; ready to go.,2017-03-10,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,閃耀駿駒 (V127),黎海榮,徐雨石,及格,"連番試閘, 準備就緒",好地,沙田,全天候賽道
6616,7,RADIANT STEED(V127),K C Leung,Y S Tsui,06,B,31-1/2L,7 7 7,1.05.66,Tailed off; unimpressive.,2016-11-29,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,閃耀駿駒 (V127),梁家俊,徐雨石,及格,"遠遠墮後, 毫無好感",好地,沙田,全天候賽道
6617,4,RADIANT STEED(V127),N Rawiller,Y S Tsui,05,B/SR,3L,5 5 4,1.01.73,Under a hold throughout; quickened when asked at 200m.,2017-03-07,500,GOOD,12,SHA TIN,TURF,Failed,閃耀駿駒 (V127),羅理雅,徐雨石,不及格,"沿途按實, 二百一騎, 加速上前",好地,沙田,草地
6618,3,RADIANT STEED(V127),Y T Cheng,Y S Tsui,01,,2L,4 3 3,0.58.81,Up with the pace; stretched out well for 3rd.,2015-12-22,400,GOOD,3,SHA TIN,TURF,,閃耀駿駒 (V127),鄭雨滇,徐雨石,,跟前入位，大步肯走,好地,沙田,草地
6619,4,RADIANT STEED(V127),Y T Cheng,Y S Tsui,02,,3-1/4L,3 5 4,1.00.34,Responded ok when asked late.,2016-02-02,1000,GOOD,2,SHA TIN,TURF,Required to OVE,閃耀駿駒 (V127),鄭雨滇,徐雨石,需獸檢合格,末段要騎，反應不俗,好地,沙田,草地
6620,8,RADIANT STEED(V127),Y T Cheng,Y S Tsui,04,CP,19L,8 8 8,1.13.05,Under a hold throughout; ran on fairly well.,2016-08-24,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,閃耀駿駒 (V127),鄭雨滇,徐雨石,,"按住跟跑, 表現唔曳",好地,沙田,全天候賽道
6621,7,RADIANT STEED(V127),Y T Cheng,Y S Tsui,06,,3-3/4L,4 4 7,0.58.69,On-pace early; ran on ordinary.,2016-01-05,200,GOOD,3,SHA TIN,TURF,,閃耀駿駒 (V127),鄭雨滇,徐雨石,,早段唔慢，騎落一般,好地,沙田,草地
6622,3,RADIANT STEED(V127),Y T Cheng,Y S Tsui,06,,1L,1 1 3,1.01.54,One-off at turn; ran on for 3rd.,2016-05-03,1200,WET,10,SHA TIN,TURF,,閃耀駿駒 (V127),鄭雨滇,徐雨石,,"二疊轉彎, 搶入一席",濕地,沙田,草地
6623,11,RADIANT STEED(V127),Y T Cheng,Y S Tsui,10,,6-1/2L,9 11 11,1.12.13,Wide at turn; ran on ordinary.,2015-12-08,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,閃耀駿駒 (V127),鄭雨滇,徐雨石,及格,"蝕位轉彎, 未見加速",好地,沙田,全天候賽道
6624,5,RADIANT TREASURE(A230),M L Yeung,A Lee,05,SR,2-3/4L,3 1 5,0.58.56,Hit the front at one stage; flattened late.,2017-04-11,500,GOOD,2,SHA TIN,TURF,Passed,佳運星 (A230),楊明綸,李易達,及格,一度透出，拉士轉弱,好地,沙田,草地
6625,7,RADIANT TREASURE(A230),M L Yeung,A Lee,05,SR,3-3/4L,8 7 7,0.59.00,Over-raced early; ran on ordinary when asked.,2017-04-25,400,GOOD,2,SHA TIN,TURF,,佳運星 (A230),楊明綸,李易達,,早段搶口，騎落一般,好地,沙田,草地
6626,8,RAGE OF EARTH(V210),,D E Ferraris,08,,,Withdrawn,,,2016-02-16,1000,GOOD,2,SHA TIN,TURF,,爪皇怒土 (V210),,霍利時,,,好地,沙田,草地
6627,9,RAGE OF EARTH(V210),B Prebble,W Y So,06,P,18-1/2L,2 2 9,1.00.83,Flattened halfway; weakened badly.,2016-06-14,1000,GOOD,4,SHA TIN,TURF,Failed,爪皇怒土 (V210),柏寶,蘇偉賢,不及格,半程乏力，急劇墮退,好地,沙田,草地
6628,7,RAGE OF EARTH(V210),H W Lai,D E Ferraris,01,,11-3/4L,5 7 7,0.47.88,Flattened halfway; dropped back to rear.,2016-03-15,800,GOOD,6,SHA TIN,TURF,Failed,爪皇怒土 (V210),黎海榮,霍利時,不及格,半程洩氣，乏力墮退,好地,沙田,草地
6629,10,RAGE OF EARTH(V210),K Teetan,D E Ferraris,09,,15L,2 6 10,1.00.39,Under whip halfway; weakened badly.,2016-04-05,300,GOOD,3,SHA TIN,TURF,Failed,爪皇怒土 (V210),田泰安,霍利時,不及格,半程開鞭，急劇墮退,好地,沙田,草地
6630,13,RAGHU(V395),,C Fownes,13,,,Withdrawn,,,2017-01-03,200,GOOD,8,SHA TIN,TURF,,慈羽 (V395),,方嘉柏,,,好地,沙田,草地
6631,11,RAGHU(V395),C Y Ho,C Fownes,04,B,6-1/2L,7 8 11,1.11.80,Slow to begin; ran on ordinary when asked in the Straight.,2016-10-25,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,Passed,慈羽 (V395),何澤堯,方嘉柏,及格,起步稍慢，直路騎落一般,好地,沙田,全天候賽道
6632,7,RAGHU(V395),C Y Ho,C Fownes,13,,6L,9 9 8 7,1.37.61,Made progress when asked at 200m.,2016-11-08,1000,GOOD,9,SHA TIN,TURF,,慈羽 (V395),何澤堯,方嘉柏,,"二百稍騎, 幾肯追馬",好地,沙田,草地
6633,3,RAGHU(V395),D Whyte,C Fownes,04,,Neck,7 6 6 3,1.49.88,Quickened at turn; came from behind for 3rd.,2017-01-21,1700,GOOD,1,HAPPY VALLEY,TURF,,慈羽 (V395),韋達,方嘉柏,,轉彎發力，後上第三,好地,跑馬地,草地
6634,3,RAGHU(V395),K Teetan,C Fownes,05,,7-3/4L,6 5 3,0.58.94,Tardy start; responded OK when under whip at 300m.,2016-12-13,1000,GOOD,1,SHA TIN,TURF,,慈羽 (V395),田泰安,方嘉柏,,起步麻麻，三百開鞭，反應不俗,好地,沙田,草地
6635,10,RAGHU(V395),O Bosson,C Fownes,06,,9-1/2L,10 6 10,0.59.66,Shifted to outside rail after start; raced under his own steam.,2016-09-20,1000,GOOD,1,SHA TIN,TURF,Passed,慈羽 (V395),寶遜,方嘉柏,及格,起步移出外欄，扣實順走,好地,沙田,草地
6636,9,RAGHU(V395),O Bosson,C Fownes,06,,8-1/4L,7 8 7 9,1.52.66,Quickened down the Rock; found nothing when under whip late.,2016-10-15,1700,GOOD,1,HAPPY VALLEY,TURF,,慈羽 (V395),寶遜,方嘉柏,,落山湧一湧，末段開鞭無反應,好地,跑馬地,草地
6637,8,RAGHU(V395),O Bosson,C Fownes,10,,8-3/4L,2 3 8,0.59.42,Up with the pace; flattened late.,2016-10-04,1000,GOOD,1,SHA TIN,TURF,,慈羽 (V395),寶遜,方嘉柏,,跟前，末段力度減弱,好地,沙田,草地
6638,4,RAGING BULL(S370),C Y Ho,J Size,01,H/P,2-3/4L,4 4 4,1.12.15,Under a hold throughout; ran on fairly well.,2016-03-04,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,精算追擊 (S370),何澤堯,蔡約翰,及格,"沿途扣實, 走勢不弱",好地,沙田,全天候賽道
6639,2,RAGING BULL(S370),C Y Ho,J Size,09,H/B,1/2L,1 1 2,1.10.28,Urged to lead early; stayed on well for 2nd.,2015-11-20,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),何澤堯,蔡約翰,,沿途搶放，末段仍勁,好地,沙田,全天候賽道
6640,9,RAGING BULL(S370),C Y Ho,J Size,12,H/P,6-1/4L,8 11 9,1.03.12,Wide throughout; under a hold and raced under his won steam.,2016-12-23,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),何澤堯,蔡約翰,,沿途蝕位，按住順走,好地,沙田,全天候賽道
6641,4,RAGING BULL(S370),J Moreira,J Size,02,H/B,4-1/2L,3 2 4,1.10.52,On-pace early; ran on only fairly.,2015-06-09,1600,GOOD,10,SHA TIN,TURF,,精算追擊 (S370),莫雷拉,蔡約翰,,"前列跟跑, 不過不失",好地,沙田,草地
6642,1,RAGING BULL(S370),J Moreira,J Size,03,H/P,,3 2 1,1.10.67,Made ground steadily; hit the front at 200m and won.,2017-01-20,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),莫雷拉,蔡約翰,,"逐步加快, 二百透出",好地,沙田,全天候賽道
6643,7,RAGING BULL(S370),J Moreira,J Size,07,H/B,2-3/4L,3 4 7,1.12.96,Up with the pace early; under a hold late.,2015-09-18,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),莫雷拉,蔡約翰,,前列跟跑，末段按番住,好地,沙田,全天候賽道
6644,2,RAGING BULL(S370),J Moreira,J Size,08,B/H,1L,3 2 2,1.11.08,On-pace early; ran on ok for 2nd.,2015-11-10,1200,GOOD,11,SHA TIN,TURF,Passed,精算追擊 (S370),莫雷拉,蔡約翰,及格,"前列跟跑, 騎住追上",好地,沙田,草地
6645,4,RAGING BULL(S370),K Teetan,J Size,02,H/P,3-1/2L,5 5 4,1.11.08,Midfield along the rail; not fully tested.,2017-01-06,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),田泰安,蔡約翰,,"貼欄居中, 未受考驗",好地,沙田,全天候賽道
6646,3,RAGING BULL(S370),K Teetan,J Size,06,H/P,1-1/4L,2 2 3,1.10.85,On pace early; ran on comfortably for 3rd.,2017-02-03,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),田泰安,蔡約翰,,跟前入位，表現從容,好地,沙田,全天候賽道
6647,3,RAGING BULL(S370),M Chadwick,J Size,03,H/P,1-1/2L,4 3 3,1.11.83,Asked at turn; came from behind for 3rd.,2017-03-14,200,GOOD,3,SHA TIN,TURF,Passed,精算追擊 (S370),蔡明紹,蔡約翰,及格,轉彎已騎，後上第三,好地,沙田,草地
6648,5,RAGING BULL(S370),M L Yeung,J Size,05,H/P,4-3/4L,4 4 5,1.11.44,Up with the pace; ran on comfortably.,2016-09-06,300,WET,2,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),楊明綸,蔡約翰,,"前列跟跑, 表現輕鬆",濕地,沙田,全天候賽道
6649,12,RAGING BULL(S370),N Rawiller,J Size,02,B/H,10-1/4L,5 6 12,1.13.29,Weakened halfway; dropped back to rear.,2015-09-08,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,精算追擊 (S370),羅理雅,蔡約翰,,"半程洩氣, 包尾而回",好地,沙田,全天候賽道
6650,5,RAICHU(V414),H W Lai,D E Ferraris,01,,1-3/4L,1 1 5,1.13.56,Led early; faded late.,2017-04-01,1200,GOOD,3,HAPPY VALLEY,TURF,,雷超 (V414),黎海榮,霍利時,,搶放兩段，拉士力弱,好地,跑馬地,草地
6651,9,RAICHU(V414),H W Lai,D E Ferraris,08,,5-1/4L,2 2 9,0.59.75,On pace early; faded late.,2016-09-20,200,GOOD,2,SHA TIN,TURF,Passed,雷超 (V414),黎海榮,霍利時,及格,早段唔慢，拉士勁平,好地,沙田,草地
6652,4,RAICHU(V414),K C Ng,D E Ferraris,08,,2-1/2L,2 2 4,1.02.08,On pace early; flattened in the Straight.,2017-04-25,1200,GOOD,9,SHA TIN,TURF,Passed,雷超 (V414),吳嘉晉,霍利時,及格,"跟前, 直路力度已減",好地,沙田,草地
6653,6,RAINBOW CHIC(P118),C Y Ho,C Fownes,10,,6L,7 7 6,1.12.33,Ran on strongly in the straight; not fully tested.,2016-02-13,300,GOOD,2,HAPPY VALLEY,TURF,,勝哥兒 (P118),何澤堯,方嘉柏,,"直路湧一湧, 見好即收",好地,跑馬地,草地
6654,3,RAINBOW CHIC(P118),Z Purton,C Fownes,07,,3-3/4L,10 5 3,1.10.26,Ran on fairly well when quickened for 3rd centre of track.,2015-12-29,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,勝哥兒 (P118),潘頓,方嘉柏,,中檔竄上，表現唔曳,好地,沙田,全天候賽道
6655,6,RAINBOW CHIC(P118),Z Purton,C Fownes,08,,2-1/4L,8 8 6,1.13.14,Taken back early; limited progress late.,2015-06-13,1200,GOOD,2,HAPPY VALLEY,TURF,,勝哥兒 (P118),潘頓,方嘉柏,,拖住居後，末段稍追,好地,跑馬地,草地
6656,4,RAINBOW FIGHTER(N193),D Whyte,D Cruz,09,XB,4-1/4L,5 4 4,1.13.34,Under a hold throughout; moved better than before.,2016-01-16,1200,GOOD,2,HAPPY VALLEY,TURF,,環保戰士 (N193),韋達,告達理,,"全程抽實, 走勢復甦",好地,跑馬地,草地
6657,4,RAINBOW FIGHTER(N193),K K Chiong,D Cruz,01,XB,1-3/4L,4 2 4,0.58.72,Went forward at 400m; limited response when asked late.,2016-08-27,1000,GOOD,3,SHA TIN,TURF,,環保戰士 (N193),蔣嘉琦,告達理,,四百上前，末段騎落一般,好地,沙田,草地
6658,4,RAINBOW FIGHTER(N193),N Rawiller,D Cruz,03,,2-1/2L,7 5 4,1.01.64,Ran on ok when asked late.,2015-09-29,1050,GOOD,4,SHA TIN,ALL WEATHER TRACK,,環保戰士 (N193),羅理雅,告達理,,"末段稍騎, 有點追勢",好地,沙田,全天候賽道
6659,8,RAINBOW FIGHTER(N193),O Doleuze,D Cruz,09,V/XB,9L,8 7 8,1.10.82,Settled at rear; ran on ordinary when asked in the Straight.,2016-10-14,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,環保戰士 (N193),杜利萊,告達理,,"落後跟跑, 直路騎落一般",好地,沙田,全天候賽道
6660,8,RAINBOW GOLD(T237),,L Ho,08,,,Withdrawn,,,2016-11-04,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,跑出彩虹 (T237),,何良,,,好地,沙田,全天候賽道
6661,11,RAINBOW GOLD(T237),H N Wong,L Ho,07,H/P,12L,6 10 11,1.12.61,Failed to respond; racing backwards.,2016-10-25,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,跑出彩虹 (T237),黃皓楠,何良,,"走勢乏力, 愈跑愈後",好地,沙田,全天候賽道
6662,2,RAINBOW GOLD(T237),H W Lai,A Lee,01,B,3-1/4L,1 2 2,1.11.10,On-pace; ran on for 2nd when asked in the Straight.,2016-06-17,1200,SLOW,1,SHA TIN,ALL WEATHER TRACK,,跑出彩虹 (T237),黎海榮,李易達,,跟放，直路俾住第二,慢地,沙田,全天候賽道
6663,7,RAINBOW GOLD(T237),H W Lai,A Lee,03,B,6-3/4L,10 9 7,0.59.30,Lifted its feet on jumping; found nothing when asked.,2016-05-03,1000,GOOD,4,SHA TIN,TURF,Passed,跑出彩虹 (T237),黎海榮,李易達,及格,起擒慢閘，騎都唔郁,好地,沙田,草地
6664,3,RAINBOW GOLD(T237),M L Yeung,A Lee,01,H/P,5L,4 3 3,1.03.48,Ran on fairly for 3rd under whip at 300m.,2015-10-06,1050,WET,2,SHA TIN,ALL WEATHER TRACK,,跑出彩虹 (T237),楊明綸,李易達,,"三百鞭騎, 勉強入位",濕地,沙田,全天候賽道
6665,7,RAINBOW GOLD(T237),M L Yeung,A Lee,03,PC/H,8L,6 6 7,0.58.45,No response when under whip at 200m.,2015-09-22,1000,GOOD,1,SHA TIN,TURF,Passed,跑出彩虹 (T237),楊明綸,李易達,及格,二百開鞭，毫無反應,好地,沙田,草地
6666,3,RAINBOW GOLD(T237),M L Yeung,A Lee,06,H,7-1/4L,3 4 3,1.00.67,Difficult to ride at turn; ran on for 3rd under whip.,2015-10-17,300,GOOD,7,HAPPY VALLEY,TURF,,跑出彩虹 (T237),楊明綸,李易達,,轉彎論盡，鞭騎第三,好地,跑馬地,草地
6667,9,RAINBOW GOLD(T237),N Rawiller,L Ho,07,B/H,10L,9 9 9,1.03.53,Raced at rear; never in contention.,2016-11-08,1000,GOOD,13,SHA TIN,TURF,,跑出彩虹 (T237),羅理雅,何良,,"落後跟跑, 從未參予競逐",好地,沙田,草地
6668,2,RAINBOW GOLD(T237),T H So,L Ho,04,B,Head,2 1 2,1.01.93,Hit the front at turn; just caught.,2017-02-10,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,跑出彩虹 (T237),蘇狄雄,何良,及格,"彎位透出, 臨門被過",好地,沙田,全天候賽道
